pipeline,task_name,model_name,experiment_id,learning_rate,weight_decay,batch_size,seed,test_hard_loss,test_hard_accuracy,test_hard_f1_score,test_loss,test_accuracy,test_f1_score,test_easy_loss,test_easy_accuracy,test_easy_f1_score,test_medium_loss,test_medium_accuracy,test_medium_f1_score,test_cross_device_loss,test_cross_device_accuracy,test_cross_device_f1_score,test_cross_env_loss,test_cross_env_accuracy,test_cross_env_f1_score,test_cross_user_loss,test_cross_user_accuracy,test_cross_user_f1_score
supervised,MotionSourceRecognitionUpdated,resnet18,params_c914b0a5,0.001,1e-05,128,99,0.030278537856013386,0.9900199600798403,0.9899994743562972,0.013230145728453824,0.9961669039535648,0.9961664872381798,0.009402805061642797,0.9976878612716763,0.9976885785801263,0.008302913620414796,0.9979239859469818,0.9979239270104592,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,resnet18,params_f74bac7c,0.001,1e-05,128,11,0.01021225719059494,0.9960079840319361,0.9960069581860233,0.010267391868893697,0.9967144891030555,0.9967145359103765,0.010793450925663393,0.9976878612716763,0.9976885785801263,0.010212368552605522,0.9968061322261258,0.9968059895766807,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,transformer,params_0fe9cb31,0.001,1e-05,128,3,0.09720246319820781,0.9725548902195609,0.9725592950171581,0.0632769164468051,0.981601138977111,0.9816089742137875,0.056839848694396934,0.9803468208092485,0.9814847709145713,0.05330905580577636,0.984669434685404,0.9846933594560835,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,transformer,params_24287a0e,0.001,1e-05,128,42,0.0745098717708676,0.9830339321357285,0.9830224027006864,0.06331319944747259,0.9854342350235462,0.98551430989584,0.036553976113431565,0.9930635838150289,0.9930697712285272,0.06342635438198033,0.9851485148514851,0.985308421496995,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,transformer,params_63301af9,0.001,1e-05,128,99,0.0614505359083191,0.9830339321357285,0.983075699624563,0.04672161925854825,0.9868579564122221,0.9868693517984698,0.04681324585474828,0.9838150289017341,0.9855211323468058,0.04199533280355071,0.988502076014053,0.988515078122491,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,transformer,params_c4c6d577,0.001,1e-05,128,11,0.06085176842855085,0.9845309381237525,0.9845656825557608,0.050556374869623166,0.9867484393823239,0.986751295471847,0.03777822363463779,0.991907514450867,0.9919112411308345,0.04902669215843618,0.9867454487384222,0.9867625211117653,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,vit,params_3abd77e0,0.001,1e-05,128,3,0.07976203256225337,0.9770459081836327,0.9769838355566549,0.034732012373124774,0.989048297010185,0.9890533526041893,0.05537073244058091,0.9722543352601156,0.9734632592514438,0.01747033157225559,0.9952091983391887,0.9952119959903297,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,vit,params_4b4227a9,0.001,1e-05,128,11,0.07373121661225152,0.9795409181636726,0.9794897717310342,0.03334739440310953,0.9905815354287592,0.9905780168567234,0.03231045852113795,0.9861271676300578,0.9861503141577644,0.020566777808039057,0.9947301181731076,0.9947284087698304,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,vit,params_5666fb92,0.001,1e-05,128,42,0.06163789765089527,0.9800399201596807,0.9801243870359932,0.04601131590396585,0.9868579564122221,0.9868514223827408,0.021509086270639983,0.9930635838150289,0.9930657357403789,0.04439502053738535,0.9881826892366656,0.988168242455747,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,vit,params_b8db6ff9,0.001,1e-05,128,99,0.038049393048149326,0.9875249500998003,0.9875298333209532,0.029962939300808237,0.9906910524586573,0.990698051254879,0.047743774062299134,0.9838150289017341,0.9838458089940396,0.02491891480097681,0.9926541041200895,0.9926632736090044,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,patchtst,params_4a03fa45,0.001,1e-05,128,3,0.06245840433682919,0.9850299401197605,0.985068213034167,0.05060401019869655,0.9872960245318146,0.9873301148844901,0.05047194567869681,0.9815028901734104,0.9826423471698572,0.04682854683123855,0.9888214627914405,0.988870280238238,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,patchtst,params_6ad611be,0.001,1e-05,128,99,0.10194934834865574,0.9720558882235529,0.9719097507192052,0.05610513508748441,0.9839009966049721,0.9839082699819568,0.05201328914111879,0.9849710982658959,0.9861272467823236,0.0419990414733032,0.9875439156818908,0.9875522403159874,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,patchtst,params_ab391588,0.001,1e-05,128,11,0.11219367107186845,0.968562874251497,0.9684333323437175,0.06501741746705515,0.980944036797722,0.9809548145872591,0.09524104823654442,0.9699421965317919,0.9751293104852962,0.045744873739181714,0.9864260619610348,0.9864551874392226,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,patchtst,params_d2039c36,0.001,1e-05,128,42,0.08835045746090764,0.9740518962075848,0.974354612912109,0.06760115599967431,0.9795203154090462,0.9796085857343493,0.0434484271788189,0.9838150289017341,0.9871148860128058,0.06429718685503281,0.9806770999680613,0.9807525804430222,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,timesformer1d,params_29251a5c,0.001,1e-05,128,99,0.10156505877345413,0.9715568862275449,0.9715249209261436,0.06206944238815945,0.9817106560070091,0.9817081444539074,0.08629449914301061,0.9699421965317919,0.9722069145843963,0.046083514134247,0.9865857553497285,0.986576081006987,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,timesformer1d,params_3cb934f5,0.001,1e-05,128,42,0.11221101385970672,0.969560878243513,0.9694651123444382,0.06396169134782564,0.9808345197678239,0.9808481045973372,0.10953921389717587,0.9606936416184971,0.9640724755419006,0.04222483613329911,0.9872245289045034,0.987241908667151,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,timesformer1d,params_48bb7f3d,0.001,1e-05,128,3,0.09724220903701856,0.9755489021956087,0.9755345872812596,0.06886165760574403,0.9813821049173146,0.9814512347125772,0.07861175578884307,0.9722543352601156,0.9755884966035,0.05843233388049349,0.9845097412967103,0.9846243296300599,,,,,,,,,
supervised,MotionSourceRecognitionUpdated,timesformer1d,params_805400e1,0.001,1e-05,128,11,0.07722933087386415,0.9760479041916168,0.9760736468443686,0.057103153740301366,0.9833534114554813,0.9833491239853546,0.13160485261432137,0.9595375722543352,0.9649203551811067,0.04037098811849528,0.9889811561801342,0.9889770527100102,,,,,,,,,
supervised,BreathingDetection_Subset,mlp,params_389aead5,0.001,1e-05,128,3,0.12074090334135383,0.96484375,0.9648544992897093,0.08442737209885849,0.9758779236356367,0.975876541495552,0.052235133935941015,0.9837627956230145,0.9837697835737117,0.08359248800734288,0.9786780383795309,0.9786829063000965,,,,,,,,,
supervised,BreathingDetection_Subset,mlp,params_7c77bd50,0.001,1e-05,128,99,0.12739994835245871,0.9654296875,0.9654423365392326,0.08451435372459405,0.9768774571866462,0.9768678879295186,0.04797168569251334,0.9871161313095659,0.9871155716356912,0.08154739161359927,0.9770196635868278,0.9770202680434482,,,,,,,,,
supervised,BreathingDetection_Subset,mlp,params_b6406f90,0.001,1e-05,128,42,0.11848546438776172,0.9654296875,0.9654433479267354,0.08271965579281909,0.9758779236356367,0.9758640657998149,0.050528071659062895,0.9857042004941757,0.9856985736005817,0.08254827044731859,0.9753612887941246,0.9753617236228023,,,,,,,,,
supervised,BreathingDetection_Subset,mlp,params_d4987863,0.001,1e-05,128,11,0.1246059473100666,0.9626953125,0.9627102747350204,0.08363530219130082,0.9748117545145599,0.9747976131535186,0.048304054672055834,0.9851747264384045,0.9851708460521592,0.0813650245852639,0.9755981994787964,0.9755996586166804,,,,,,,,,
supervised,BreathingDetection_Subset,lstm,params_04a90ae0,0.001,1e-05,128,99,0.07470583523766602,0.9822265625,0.9822314794924946,0.054992174447700014,0.9859398947157993,0.9859344298899886,0.043386979105109344,0.9892340275326509,0.9892316812612686,0.0466579151338662,0.9860222696043591,0.9860202185126317,,,,,,,,,
supervised,BreathingDetection_Subset,lstm,params_223749b3,0.001,1e-05,128,42,0.07977734324721357,0.9830078125,0.9830126611784603,0.05580733797018795,0.988072232957953,0.9880684872932594,0.03681604886246547,0.9931168372749736,0.9931147336279647,0.05222482554711122,0.9874437337123905,0.9874438452177742,,,,,,,,,
supervised,BreathingDetection_Subset,lstm,params_982f3227,0.001,1e-05,128,3,0.08395193399412904,0.98125,0.9812569055174052,0.057467496754285176,0.9868061571266742,0.9867984046244599,0.03817479823511945,0.9918813978115072,0.9918778442473489,0.051239604192198904,0.9867330016583747,0.9867311951238856,,,,,,,,,
supervised,BreathingDetection_Subset,lstm,params_e5cb6e08,0.001,1e-05,128,11,0.0782217801861563,0.9767578125,0.97676693647318,0.053189647726442024,0.9839408276137802,0.9839302241997876,0.03563360125915449,0.9901164842922697,0.9901130292463902,0.046392216463493986,0.984363894811656,0.9843617656817223,,,,,,,,,
supervised,BreathingDetection_Subset,resnet18,params_6653c7cc,0.001,1e-05,128,11,0.05288877479761141,0.98515625,0.9851602902329205,0.04052432494758944,0.9868061571266742,0.9868046331940875,0.029843334909732313,0.9904694669961172,0.99047275387824,0.03986393987207553,0.9838900734423123,0.9838921446212323,,,,,,,,,
supervised,BreathingDetection_Subset,resnet18,params_b745243f,0.001,1e-05,128,42,0.052231421606848016,0.98125,0.9812569055174052,0.04491251227433799,0.9836076497634437,0.9836003466159924,0.037448899550879544,0.9869396399576421,0.9869362215221402,0.04605348156604036,0.9819947879649372,0.9819954153659883,,,,,,,,,
supervised,BreathingDetection_Subset,resnet18,params_bf12c296,0.001,1e-05,128,3,0.049015835157842955,0.985546875,0.9855505397696073,0.04118587255850633,0.9873392416872127,0.9873373316517923,0.033837382348817786,0.9904694669961172,0.9904686382856713,0.04155238165796594,0.9853115375503435,0.9853134259781823,,,,,,,,,
supervised,BreathingDetection_Subset,resnet18,params_c2b2f53b,0.001,1e-05,128,99,0.06361977664346341,0.980859375,0.9808665119162991,0.04631828799066311,0.9855400812953955,0.9855337309464022,0.03383212123017533,0.9897635015884222,0.9897617183880054,0.04209249895405809,0.9855484482350154,0.9855490736279613,,,,,,,,,
supervised,BreathingDetection_Subset,transformer,params_2a909648,0.001,1e-05,128,42,0.09349651742848461,0.97421875,0.9742090501978599,0.08926281118270914,0.9754114746451656,0.9754335255590154,0.07393505692966466,0.9807624426403106,0.9808167228945514,0.1047023928334732,0.9696754323619995,0.9696861728385971,,,,,,,,,
supervised,BreathingDetection_Subset,transformer,params_4b62da0f,0.001,1e-05,128,3,0.07082070026722427,0.97890625,0.9789005408582169,0.0694483877212843,0.9798094222696075,0.9798262094389086,0.05447623848184276,0.9846452523826332,0.9846802138357983,0.0878814527598295,0.9744136460554371,0.9744226961972046,,,,,,,,,
supervised,BreathingDetection_Subset,transformer,params_9f644081,0.001,1e-05,128,11,0.07981262477280779,0.971875,0.9718556850816759,0.08100023479189865,0.9740121276737522,0.9740387478747113,0.06759591424286236,0.979703494528768,0.9797607626869119,0.10043388911312537,0.9689647003079839,0.968975691827607,,,,,,,,,
supervised,BreathingDetection_Subset,transformer,params_bc0df41c,0.001,1e-05,128,99,0.07020374508967109,0.9767578125,0.9767535776624774,0.06562358879858299,0.980142600119944,0.9801555754228515,0.05477837039570238,0.9839392869749383,0.9839733149770388,0.0746258617954208,0.9791518597488746,0.9791586131188728,,,,,,,,,
supervised,BreathingDetection_Subset,vit,params_71ea36b7,0.001,1e-05,128,42,0.0361686383952474,0.9908203125,0.9908216747172478,0.02746036529813828,0.9932031718531352,0.9932023069335221,0.020120494725479176,0.9954112248499823,0.9954100237780492,0.02674995244363068,0.9931295901445155,0.9931298874624735,,,,,,,,,
supervised,BreathingDetection_Subset,vit,params_93c00d5f,0.001,1e-05,128,11,0.03306242169765028,0.9921875,0.9921888964746772,0.02353356473433869,0.9945358832544813,0.9945346671458959,0.01803716145525859,0.9962936816096011,0.9962912379570821,0.019353247235501102,0.9950248756218906,0.9950250064836331,,,,,,,,,
supervised,BreathingDetection_Subset,vit,params_9c33e8b1,0.001,1e-05,128,99,0.03655204656015485,0.99296875,0.9929693753160246,0.029264204144986605,0.9939361631238756,0.9939359204909494,0.027145006021706962,0.9945287680903636,0.994528530420636,0.023268854938905525,0.994314143567875,0.9943144369129815,,,,,,,,,
supervised,BreathingDetection_Subset,vit,params_e0ff8eff,0.001,1e-05,128,3,0.038431597633461934,0.990625,0.9906271910981268,0.02580677447783477,0.993602985273539,0.9936006190729307,0.015478646763535647,0.9961171902576774,0.9961151473914754,0.024356900088822665,0.9938403221985311,0.9938394834503755,,,,,,,,,
supervised,BreathingDetection_Subset,patchtst,params_1df5d4de,0.001,1e-05,128,99,0.06629881918179308,0.9876953125,0.9876977247441916,0.049640873161679366,0.9902045712001066,0.9902019754869154,0.03711949141121292,0.9925873632192023,0.992583463201908,0.04624297750045432,0.9900497512437811,0.9900493865746975,,,,,,,,,
supervised,BreathingDetection_Subset,patchtst,params_93063061,0.001,1e-05,128,11,0.07630810637165268,0.984375,0.9843792528767586,0.052587408973462,0.9884720463783567,0.9884669836577308,0.03700373098523771,0.992057889163431,0.9920505213133474,0.0447331442797962,0.9886282871357498,0.9886274330883396,,,,,,,,,
supervised,BreathingDetection_Subset,patchtst,params_9716e813,0.001,1e-05,128,42,0.06434976021191688,0.98515625,0.9851600138174345,0.04963161842855644,0.9877390551076164,0.987737205389104,0.03697736822417157,0.9911754324038122,0.9911769592823177,0.04876501900244313,0.986259180289031,0.9862603308501757,,,,,,,,,
supervised,BreathingDetection_Subset,patchtst,params_ca4fad74,0.001,1e-05,128,3,0.07473518340120791,0.982421875,0.9824245929057088,0.053786736839609335,0.9871393349770107,0.9871396990438911,0.034145505883870005,0.9922343805153547,0.9922330277426248,0.054741760523002655,0.9860222696043591,0.9860253854588684,,,,,,,,,
supervised,BreathingDetection_Subset,timesformer1d,params_541575ea,0.001,1e-05,128,99,0.08467558958445806,0.9859375,0.9859342575255223,0.07545130903082244,0.9867395215566069,0.9867462680374302,0.046400673790350046,0.992057889163431,0.9920636652288446,0.10325812783259505,0.980573323856906,0.9805795099959591,,,,,,,,,
supervised,BreathingDetection_Subset,timesformer1d,params_8a6d1d43,0.001,1e-05,128,3,0.0755081929572043,0.9828125,0.9828101667407093,0.06818489054254052,0.9842740054641167,0.984281778924454,0.05040821989255596,0.9883515707730322,0.988372054934973,0.08316411938649787,0.980573323856906,0.980578156050684,,,,,,,,,
supervised,BreathingDetection_Subset,timesformer1d,params_a618459f,0.001,1e-05,128,11,0.050237273485254266,0.9876953125,0.9876961459562889,0.04380286805079095,0.9894715799293663,0.9894716994336928,0.031963528026718195,0.992763854571126,0.9927666597313402,0.05189041719299531,0.9872068230277186,0.9872070488041472,,,,,,,,,
supervised,BreathingDetection_Subset,timesformer1d,params_dda68b66,0.001,1e-05,128,42,0.08519610346884292,0.9876953125,0.9876964918667287,0.07841353411595237,0.9868727926967416,0.9868733121203274,0.06593379397233837,0.9888810448288033,0.9888891313203826,0.086938401684165,0.9831793413882967,0.9831797838256167,,,,,,,,,
supervised,Localization,mlp,params_70f739b6,0.001,1e-05,128,99,0.6402594677723237,0.8065693430656934,0.80510247695896,0.4491624356713547,0.8742463393626184,0.8720211041678521,0.350720792506518,0.9185393258426966,0.9252262105995823,0.17804846271920238,0.9571984435797666,0.9594953027043929,,,,,,,,,
supervised,Localization,mlp,params_80d977c2,0.001,1e-05,128,42,0.6715819313578362,0.7864963503649635,0.7831116489864154,0.45900022062456153,0.859603789836348,0.8566019642480561,0.37294817941912106,0.9044943820224719,0.912595425932394,0.12491361311076758,0.953307392996109,0.9535103042578658,,,,,,,,,
supervised,Localization,mlp,params_c7b3c087,0.001,1e-05,128,3,0.6570680289372911,0.8102189781021898,0.8102394403678641,0.4212224412677187,0.8768303186907838,0.8747091233081837,0.26468643043818096,0.9241573033707865,0.9292625837569658,0.1351657326578951,0.953307392996109,0.9534767715630266,,,,,,,,,
supervised,Localization,mlp,params_feff1e0d,0.001,1e-05,128,11,0.6782635920239191,0.8047445255474452,0.8026773520567371,0.4552454057818501,0.8751076658053403,0.8725259112826884,0.36869525574566275,0.9073033707865169,0.9139966102852604,0.09959523499507777,0.980544747081712,0.9806625830639465,,,,,,,,,
supervised,Localization,lstm,params_7c81c708,0.001,1e-05,128,42,0.07418410009602561,0.9799270072992701,0.9800152668711883,0.041090411422946664,0.9888027562446167,0.9888556783745713,0.019305397076218315,0.9943820224719101,0.9957775874672559,0.0007017749667000968,1.0,1.0,,,,,,,,,
supervised,Localization,lstm,params_973ce980,0.001,1e-05,128,99,0.06032347505110024,0.9890510948905109,0.989068210333516,0.028563231459755006,0.9948320413436692,0.994813399600424,0.00019359754923642142,1.0,1.0,0.00013902040116569564,1.0,1.0,,,,,,,,,
supervised,Localization,lstm,params_b569a792,0.001,1e-05,128,3,0.09635392760001395,0.9781021897810219,0.9780787285957818,0.04575471108360978,0.9896640826873385,0.9896515315726445,0.0006468659456494903,1.0,1.0,0.00034625068622195533,1.0,1.0,,,,,,,,,
supervised,Localization,lstm,params_f960bf0a,0.001,1e-05,128,11,0.052602231815239806,0.9854014598540146,0.9853314155765548,0.03436904295753129,0.9913867355727821,0.9913522834328116,0.030891519081726503,0.9943820224719101,0.994380939422563,0.00030760503177447717,1.0,1.0,,,,,,,,,
supervised,Localization,resnet18,params_11adb554,0.001,1e-05,128,42,0.00046870039510846576,1.0,1.0,0.00044381416121595617,1.0,1.0,0.0004491365718749467,1.0,1.0,0.00038337667566879944,1.0,1.0,,,,,,,,,
supervised,Localization,resnet18,params_1cb56cdf,0.001,1e-05,128,3,9.174795062803785e-06,1.0,1.0,1.0645275847642609e-05,1.0,1.0,1.1990682375316476e-05,1.0,1.0,1.1917097951060863e-05,1.0,1.0,,,,,,,,,
supervised,Localization,resnet18,params_8eceee31,0.001,1e-05,128,11,6.873612294235287e-06,1.0,1.0,8.345786160850595e-06,1.0,1.0,9.96152166305947e-06,1.0,1.0,9.246758348087677e-06,1.0,1.0,,,,,,,,,
supervised,Localization,resnet18,params_a2da4f9a,0.001,1e-05,128,99,0.0005156517438386587,1.0,1.0,0.0006151507570689847,1.0,1.0,0.0006942371635048995,1.0,1.0,0.0007177318234797494,1.0,1.0,,,,,,,,,
supervised,Localization,transformer,params_1d22790e,0.001,1e-05,128,99,0.03446179730511767,0.9945255474452555,0.9945210930429907,0.03160456282247143,0.9948320413436692,0.9948248443386783,0.04979273521346616,0.9915730337078652,0.9929646575189128,0.0003175744219928398,1.0,1.0,,,,,,,,,
supervised,Localization,transformer,params_503b8851,0.001,1e-05,128,11,0.04462522665297028,0.9927007299270073,0.9927072215547507,0.039439372395278706,0.9931093884582257,0.9931328590863711,0.05857863087531472,0.9887640449438202,0.9915542865913588,0.0018696492746870016,1.0,1.0,,,,,,,,,
supervised,Localization,transformer,params_70cab9ce,0.001,1e-05,128,42,0.10281495925338163,0.9799270072992701,0.9798504082665518,0.05244841779764998,0.9896640826873385,0.9895984916279883,0.012514217672974205,0.9971910112359551,0.9971939444322494,0.0003694791132982835,1.0,1.0,,,,,,,,,
supervised,Localization,transformer,params_8092f941,0.001,1e-05,128,3,0.04567528676486363,0.9908759124087592,0.9908101757154771,0.02530673108780129,0.9931093884582257,0.9930688360225558,0.007994603355195416,0.9943820224719101,0.9943736755835779,0.0058559435969115555,0.9961089494163424,0.9961082515326398,,,,,,,,,
supervised,Localization,vit,params_3537ad91,0.001,1e-05,128,99,0.02540167810626491,0.9945255474452555,0.9944974058764293,0.020507329218486657,0.9948320413436692,0.9948253212444558,0.027019901623625015,0.9915730337078652,0.9929659153910536,0.0010498329321672625,1.0,1.0,,,,,,,,,
supervised,Localization,vit,params_52fa036f,0.001,1e-05,128,42,0.027270884626973284,0.9927007299270073,0.9926985942123651,0.01848792060018452,0.9956933677863911,0.9956857151095094,0.002465694316066383,1.0,1.0,0.02195425200500754,0.9961089494163424,0.9961110149647507,,,,,,,,,
supervised,Localization,vit,params_8731729f,0.001,1e-05,128,3,0.011577660081921702,0.9981751824817519,0.9981731205410532,0.005806093221476372,0.9991386735572783,0.999136899946621,0.0008203079858585523,1.0,1.0,0.00040578589242872156,1.0,1.0,,,,,,,,,
supervised,Localization,vit,params_f333e7e8,0.001,1e-05,128,11,0.019336598129929418,0.9945255474452555,0.994527255693985,0.009499110994899836,0.9974160206718347,0.9974144912603535,0.0008264093632349388,1.0,1.0,0.000536221624573997,1.0,1.0,,,,,,,,,
supervised,Localization,patchtst,params_08afe0d3,0.001,1e-05,128,99,0.0022341560021749813,1.0,1.0,0.0016555258322689236,1.0,1.0,0.001256194955857701,1.0,1.0,0.0009748743546235191,1.0,1.0,,,,,,,,,
supervised,Localization,patchtst,params_34828ef5,0.001,1e-05,128,11,0.011169193329520686,0.9981751824817519,0.9981754521778172,0.00669031074379852,0.9982773471145564,0.9982790915132939,0.0003409473442281544,1.0,1.0,0.005935232265863037,0.9961089494163424,0.9980434830398557,,,,,,,,,
supervised,Localization,patchtst,params_7a36f67f,0.001,1e-05,128,42,0.011431367999880853,0.9963503649635036,0.9963406342354582,0.005973364047434993,0.9982773471145564,0.9982712768702694,0.0011327481368200833,1.0,1.0,0.0010405712050262563,1.0,1.0,,,,,,,,,
supervised,Localization,patchtst,params_90990f7e,0.001,1e-05,128,3,0.0013848337562360467,1.0,1.0,0.000719213125399317,1.0,1.0,0.00011487174524109435,1.0,1.0,0.00013705486774735393,1.0,1.0,,,,,,,,,
supervised,Localization,timesformer1d,params_015ccc41,0.001,1e-05,128,99,6.781369987297396e-05,1.0,1.0,0.00035339677323323326,1.0,1.0,3.407751415232249e-05,1.0,1.0,0.0014046693330525117,1.0,1.0,,,,,,,,,
supervised,Localization,timesformer1d,params_50850af7,0.001,1e-05,128,42,8.017368942675908e-05,1.0,1.0,5.7798310787726634e-05,1.0,1.0,4.033163959013947e-05,1.0,1.0,3.428246457407619e-05,1.0,1.0,,,,,,,,,
supervised,Localization,timesformer1d,params_b0adb232,0.001,1e-05,128,3,0.0008825851140380667,1.0,1.0,0.00047667546596953246,1.0,1.0,0.00011683839922339205,1.0,1.0,0.00010960740026504215,1.0,1.0,,,,,,,,,
supervised,Localization,timesformer1d,params_eb782b8f,0.001,1e-05,128,11,0.0019950756707983294,1.0,1.0,0.0014508606169716127,1.0,1.0,0.0010371666487955142,1.0,1.0,0.0008634880263492436,1.0,1.0,,,,,,,,,
supervised,FallDetection,mlp,params_00354554,0.001,1e-05,128,3,0.6435776948928833,0.6164383561643836,0.6124916471767459,0.1714219558150021,0.9243781094527364,0.924434794740202,0.12202492046877335,0.9551912568306011,0.9552018839626993,0.8026524186134338,0.5882352941176471,0.5795665634674921,,,,,,,,,
supervised,FallDetection,mlp,params_28a476f2,0.001,1e-05,128,42,0.6251091957092285,0.6301369863013698,0.6281877741079647,0.17654520136799978,0.9144278606965174,0.9142905226951661,0.1329953637930865,0.940983606557377,0.941011439477389,0.5943636298179626,0.7058823529411765,0.6996904024767803,,,,,,,,,
supervised,FallDetection,mlp,params_5e25208c,0.001,1e-05,128,11,0.6078983545303345,0.6301369863013698,0.6298585274165976,0.1907317855761419,0.9144278606965174,0.9145826203834552,0.15250770501751718,0.940983606557377,0.9411163902147329,0.4567239284515381,0.7058823529411765,0.7058823529411765,,,,,,,,,
supervised,FallDetection,mlp,params_d9a1683c,0.001,1e-05,128,99,0.6274250745773315,0.6712328767123288,0.66567767186415,0.16743372941195075,0.9333333333333333,0.9335500778671034,0.12493467571956864,0.9562841530054644,0.9563825112701726,0.4796236753463745,0.8235294117647058,0.8222910216718267,,,,,,,,,
supervised,FallDetection,lstm,params_0cf575ed,0.001,1e-05,128,99,0.5773976445198059,0.6712328767123288,0.6511150817285422,0.14106866638755325,0.9472636815920398,0.947350035513719,0.0862037679211038,0.9737704918032787,0.9737578356858902,1.2204430103302002,0.7058823529411765,0.6843352725705667,,,,,,,,,
supervised,FallDetection,lstm,params_3bd37380,0.001,1e-05,128,11,0.6151360869407654,0.684931506849315,0.6846943011326573,0.13507726128718153,0.9442786069651742,0.944360196270138,0.0887202090904361,0.9704918032786886,0.970551913173129,0.5687485933303833,0.6470588235294118,0.6446078431372548,,,,,,,,,
